situation_professionnelle,duree_emploie,revenu_mensuel,secteur_activite,type_contrat,score_professionnelle
etudiant,0.0,285944,education,stage,87
sans_emploi,,0,,,62
etudiant,2.0,300610,education,stage,74
retraite,24.0,470812,sante,freelance,90
sans_emploi,,0,,,51
independant,21.0,2271103,sante,cdd,90
employe,7.0,2076985,services,cdd,90
employe,11.0,1969805,agriculture,temporaire,90
independant,24.0,2898945,informatique,freelance,90
etudiant,2.0,427813,education,stage,76
etudiant,5.0,397800,education,stage,80
sans_emploi,,0,,,80
employe,8.0,1850976,sante,stage,90
independant,34.0,2403338,commerce,cdi,90
retraite,26.0,969742,sante,freelance,90
etudiant,5.0,382060,education,stage,72
etudiant,3.0,485240,education,stage,65
independant,18.0,2532899,autres,temporaire,90
employe,19.0,2784572,informatique,freelance,90
sans_emploi,,0,,,57
etudiant,0.0,298955,education,stage,57
employe,10.0,1967466,informatique,temporaire,90
employe,18.0,1707264,education,temporaire,90
employe,35.0,3629981,commerce,cdd,90
employe,25.0,1385108,agriculture,freelance,90
etudiant,0.0,467851,education,stage,84
independant,17.0,1551178,agriculture,stage,88
retraite,40.0,779353,education,freelance,78
employe,29.0,1180951,sante,stage,90
etudiant,1.0,250074,education,stage,81
sans_emploi,,0,,,58
independant,29.0,1538181,autres,cdd,90
etudiant,1.0,265616,education,stage,80
sans_emploi,,0,,,65
employe,22.0,1845396,informatique,freelance,90
independant,38.0,3280232,autres,freelance,90
retraite,26.0,522569,sante,freelance,90
etudiant,1.0,292671,education,stage,74
retraite,25.0,740277,sante,freelance,90
independant,7.0,3394469,industrie,stage,90
etudiant,3.0,414140,education,stage,79
independant,39.0,3624943,agriculture,temporaire,70
independant,24.0,1615658,education,temporaire,89
independant,8.0,3688412,industrie,temporaire,90
independant,20.0,3688713,industrie,stage,87
retraite,37.0,743917,sante,freelance,86
etudiant,2.0,255171,education,stage,66
etudiant,5.0,445862,education,stage,43
independant,8.0,2838806,informatique,temporaire,90
retraite,22.0,950828,education,freelance,90
retraite,40.0,692602,sante,freelance,72
sans_emploi,,0,,,77
retraite,24.0,453121,sante,freelance,90
etudiant,2.0,491152,education,stage,71
etudiant,4.0,216751,education,stage,90
sans_emploi,,0,,,90
independant,30.0,1941937,education,temporaire,88
employe,5.0,2757733,informatique,temporaire,90
employe,2.0,3635012,services,stage,90
employe,15.0,2959049,informatique,temporaire,90
retraite,32.0,934467,sante,freelance,90
etudiant,3.0,224220,education,stage,78
independant,39.0,3136117,industrie,stage,90
employe,33.0,3007353,agriculture,cdd,90
retraite,35.0,936770,sante,freelance,90
retraite,36.0,798251,education,freelance,85
employe,16.0,2792024,education,freelance,90
employe,19.0,2351930,services,temporaire,90
independant,0.0,1540972,education,stage,63
independant,31.0,2580444,informatique,temporaire,88
independant,19.0,1271095,sante,stage,90
retraite,31.0,473098,education,freelance,90
retraite,30.0,512873,education,freelance,84
etudiant,5.0,351330,education,stage,61
sans_emploi,,0,,,75
employe,15.0,1072386,agriculture,cdi,90
employe,16.0,1922388,informatique,stage,90
retraite,31.0,863541,sante,freelance,90
retraite,21.0,423934,sante,freelance,90
independant,1.0,2539664,sante,temporaire,79
employe,26.0,3306494,agriculture,cdi,90
independant,11.0,1578984,informatique,cdi,90
independant,22.0,2477246,industrie,cdd,85
sans_emploi,,0,,,66
etudiant,2.0,409605,education,stage,74
independant,16.0,2388822,industrie,cdi,90
independant,8.0,2865203,services,temporaire,87
etudiant,2.0,316760,education,stage,71
employe,29.0,3297545,commerce,freelance,90
sans_emploi,,0,,,71
independant,36.0,3346440,autres,temporaire,76
employe,8.0,2266593,informatique,cdi,90
sans_emploi,,0,,,85
sans_emploi,,0,,,62
independant,31.0,3358466,education,stage,90
etudiant,0.0,473133,education,stage,47
employe,5.0,2006441,commerce,cdi,90
independant,27.0,3217327,informatique,freelance,90
employe,36.0,2334895,services,temporaire,90
independant,21.0,2745194,informatique,stage,90
retraite,35.0,714046,sante,freelance,87
sans_emploi,,0,,,74
sans_emploi,,0,,,63
etudiant,3.0,419376,education,stage,55
employe,29.0,1843549,sante,cdi,90
retraite,23.0,655783,education,freelance,89
sans_emploi,,0,,,63
etudiant,0.0,360375,education,stage,72
sans_emploi,,0,,,82
independant,4.0,1771823,sante,freelance,90
retraite,37.0,511749,sante,freelance,90
sans_emploi,,0,,,67
retraite,33.0,853876,sante,freelance,90
sans_emploi,,0,,,55
independant,14.0,1896124,services,stage,90
etudiant,2.0,453506,education,stage,61
retraite,29.0,563965,sante,freelance,90
etudiant,5.0,407528,education,stage,77
sans_emploi,,0,,,63
sans_emploi,,0,,,84
sans_emploi,,0,,,79
independant,21.0,3868879,autres,cdd,68
etudiant,1.0,289000,education,stage,74
independant,26.0,2955400,services,freelance,86
sans_emploi,,0,,,83
employe,39.0,1245414,sante,cdd,90
retraite,29.0,925738,education,freelance,90
etudiant,0.0,248366,education,stage,74
employe,27.0,2184825,autres,cdi,90
independant,0.0,1282100,commerce,freelance,71
retraite,29.0,981996,sante,freelance,90
etudiant,0.0,408609,education,stage,75
employe,35.0,3266181,sante,temporaire,90
employe,40.0,1392110,services,cdi,90
employe,13.0,2356122,education,cdd,90
retraite,26.0,631154,education,freelance,80
sans_emploi,,0,,,51
sans_emploi,,0,,,68
employe,4.0,3162696,services,temporaire,90
sans_emploi,,0,,,65
retraite,36.0,545681,sante,freelance,90
retraite,20.0,576869,sante,freelance,66
retraite,33.0,489379,sante,freelance,86
sans_emploi,,0,,,78
etudiant,1.0,436002,education,stage,70
independant,23.0,3042110,sante,cdd,90
employe,7.0,1623696,education,cdi,90
independant,27.0,3285060,agriculture,freelance,86
etudiant,2.0,375563,education,stage,79
independant,31.0,1821048,education,cdd,90
employe,4.0,1447998,industrie,cdi,90
etudiant,2.0,415303,education,stage,82
retraite,20.0,614547,education,freelance,90
employe,25.0,1102818,services,cdd,90
retraite,30.0,985319,education,freelance,90
retraite,22.0,708584,education,freelance,90
employe,8.0,1194836,education,cdd,90
employe,31.0,3881031,industrie,temporaire,90
independant,11.0,3065674,industrie,cdi,90
retraite,31.0,520168,sante,freelance,80
sans_emploi,,0,,,74
retraite,21.0,516996,education,freelance,89
independant,34.0,3956892,informatique,freelance,90
employe,9.0,3517650,industrie,cdi,90
independant,18.0,1800315,autres,stage,79
retraite,30.0,471212,sante,freelance,90
etudiant,5.0,325462,education,stage,84
sans_emploi,,0,,,62
independant,22.0,2754433,industrie,stage,87
etudiant,5.0,287390,education,stage,54
retraite,31.0,875322,education,freelance,81
etudiant,3.0,304724,education,stage,55
etudiant,3.0,247063,education,stage,82
independant,34.0,3387714,services,temporaire,84
etudiant,3.0,283878,education,stage,50
independant,3.0,1808024,sante,freelance,90
employe,40.0,3304835,sante,temporaire,90
independant,5.0,1167921,services,cdi,87
retraite,23.0,997610,education,freelance,90
retraite,27.0,606485,education,freelance,90
employe,40.0,1041982,informatique,cdi,90
independant,28.0,1147228,industrie,temporaire,90
independant,12.0,3764834,education,temporaire,86
retraite,36.0,873223,sante,freelance,90
retraite,36.0,618284,sante,freelance,88
retraite,29.0,578011,sante,freelance,77
independant,12.0,1027128,industrie,cdd,90
employe,18.0,1342985,sante,freelance,90
etudiant,4.0,357987,education,stage,90
independant,20.0,1173920,sante,cdd,90
sans_emploi,,0,,,79
sans_emploi,,0,,,90
retraite,38.0,668892,education,freelance,90
employe,26.0,3967592,industrie,cdi,90
etudiant,5.0,489017,education,stage,58
independant,8.0,1675727,services,cdd,90
sans_emploi,,0,,,79
independant,1.0,2563147,education,cdi,78
independant,23.0,2756082,agriculture,freelance,90
etudiant,0.0,489646,education,stage,52
retraite,25.0,695033,sante,freelance,90
retraite,35.0,639309,sante,freelance,80
independant,31.0,3470347,services,freelance,90
independant,11.0,2272227,sante,cdi,90
etudiant,2.0,423936,education,stage,68
retraite,35.0,754023,sante,freelance,90
etudiant,3.0,244255,education,stage,77
retraite,32.0,443300,sante,freelance,90
employe,10.0,2813051,informatique,stage,90
independant,32.0,2405511,autres,freelance,90
employe,3.0,1264790,sante,cdi,90
independant,27.0,3897208,services,cdd,88
independant,11.0,1867292,sante,cdd,90
employe,7.0,2647608,commerce,stage,90
employe,28.0,3973014,agriculture,temporaire,86
etudiant,0.0,266446,education,stage,59
employe,9.0,1309005,industrie,freelance,90
etudiant,3.0,476583,education,stage,64
independant,5.0,2874540,education,freelance,90
sans_emploi,,0,,,84
retraite,36.0,777512,sante,freelance,90
retraite,32.0,650972,sante,freelance,90
sans_emploi,,0,,,77
retraite,20.0,989351,education,freelance,90
etudiant,1.0,280016,education,stage,63
sans_emploi,,0,,,70
employe,18.0,3187969,commerce,freelance,90
retraite,33.0,653699,education,freelance,90
employe,15.0,2722335,agriculture,temporaire,90
retraite,33.0,650930,education,freelance,90
retraite,39.0,667221,sante,freelance,87
retraite,25.0,621283,sante,freelance,90
independant,19.0,1069440,services,cdi,90
employe,15.0,3352639,informatique,temporaire,90
independant,29.0,2123686,commerce,stage,87
employe,32.0,3374282,sante,cdi,90
sans_emploi,,0,,,62
etudiant,3.0,344532,education,stage,70
independant,11.0,3202876,sante,cdd,90
retraite,25.0,733089,sante,freelance,90
independant,4.0,1839605,informatique,stage,83
sans_emploi,,0,,,87
independant,27.0,2863155,industrie,cdd,90
employe,18.0,3735266,sante,temporaire,90
retraite,28.0,432506,sante,freelance,90
sans_emploi,,0,,,76
sans_emploi,,0,,,72
retraite,40.0,512199,sante,freelance,90
sans_emploi,,0,,,71
retraite,21.0,416318,education,freelance,86
etudiant,4.0,383603,education,stage,72
independant,35.0,2900836,agriculture,stage,81
etudiant,5.0,386092,education,stage,62
sans_emploi,,0,,,73
etudiant,5.0,216078,education,stage,60
retraite,37.0,575267,sante,freelance,84
employe,20.0,2145210,education,cdi,90
retraite,30.0,607117,education,freelance,90
sans_emploi,,0,,,60
employe,17.0,3616208,sante,cdd,90
etudiant,5.0,462735,education,stage,87
employe,36.0,3338506,autres,stage,90
sans_emploi,,0,,,66
independant,15.0,2963454,sante,stage,90
independant,31.0,2833527,services,cdi,90
retraite,40.0,953039,education,freelance,90
independant,39.0,2296701,education,temporaire,90
sans_emploi,,0,,,67
etudiant,2.0,221082,education,stage,76
employe,8.0,3279184,informatique,freelance,90
employe,2.0,3193226,services,cdi,90
sans_emploi,,0,,,69
etudiant,1.0,293176,education,stage,78
sans_emploi,,0,,,89
employe,1.0,1810739,commerce,cdi,90
employe,18.0,3520487,services,stage,90
retraite,25.0,742277,sante,freelance,90
sans_emploi,,0,,,90
independant,30.0,3844841,sante,cdd,90
employe,7.0,1315434,autres,cdi,90
employe,19.0,1337009,informatique,freelance,90
employe,38.0,3396316,industrie,cdi,90
etudiant,2.0,366527,education,stage,60
independant,14.0,3459725,informatique,cdi,90
employe,31.0,3469651,informatique,temporaire,90
employe,12.0,3670848,commerce,stage,90
sans_emploi,,0,,,78
retraite,28.0,514733,education,freelance,90
sans_emploi,,0,,,63
sans_emploi,,0,,,82
employe,19.0,3267672,informatique,freelance,90
independant,11.0,3757923,informatique,freelance,90
independant,2.0,2230866,informatique,cdd,90
etudiant,1.0,283084,education,stage,90
independant,28.0,3975916,informatique,stage,84
sans_emploi,,0,,,68
sans_emploi,,0,,,76
employe,28.0,2500490,autres,cdd,90
etudiant,1.0,369774,education,stage,76
sans_emploi,,0,,,89
retraite,26.0,905843,sante,freelance,90
employe,13.0,3478714,industrie,stage,90
retraite,29.0,542049,education,freelance,90
employe,8.0,1538450,sante,cdd,90
retraite,35.0,520314,sante,freelance,87
employe,35.0,1106831,sante,temporaire,90
independant,1.0,1272161,education,stage,73
etudiant,2.0,398288,education,stage,84
sans_emploi,,0,,,85
independant,17.0,2616958,industrie,cdd,90
independant,23.0,2926280,commerce,stage,90
independant,5.0,3721436,education,freelance,90
retraite,26.0,567590,education,freelance,90
etudiant,0.0,286237,education,stage,80
retraite,22.0,971676,sante,freelance,90
sans_emploi,,0,,,83
independant,30.0,1367063,sante,stage,90
employe,9.0,2318171,services,stage,90
independant,31.0,2523332,informatique,temporaire,90
retraite,22.0,537173,sante,freelance,90
etudiant,1.0,386199,education,stage,50
sans_emploi,,0,,,40
retraite,39.0,634456,sante,freelance,88
independant,17.0,2114189,autres,stage,90
sans_emploi,,0,,,77
employe,22.0,1406956,agriculture,cdd,90
sans_emploi,,0,,,75
sans_emploi,,0,,,90
etudiant,5.0,208403,education,stage,77
etudiant,1.0,311929,education,stage,75
retraite,35.0,628245,education,freelance,90
independant,10.0,1839889,education,stage,75
employe,36.0,1511685,education,cdi,90
independant,36.0,3039026,sante,freelance,90
independant,40.0,2523505,agriculture,cdd,90
retraite,24.0,665610,education,freelance,69
etudiant,2.0,433656,education,stage,71
retraite,26.0,936545,education,freelance,90
sans_emploi,,0,,,86
employe,12.0,2685742,industrie,cdd,90
independant,25.0,3994745,education,stage,90
sans_emploi,,0,,,90
employe,21.0,2317275,autres,freelance,90
sans_emploi,,0,,,75
sans_emploi,,0,,,83
employe,0.0,2456011,services,stage,86
retraite,29.0,615731,education,freelance,90
employe,12.0,2766885,informatique,freelance,90
sans_emploi,,0,,,77
sans_emploi,,0,,,58
employe,35.0,2621121,industrie,temporaire,90
retraite,37.0,465094,sante,freelance,90
employe,13.0,2883950,commerce,cdi,90
sans_emploi,,0,,,90
employe,7.0,2114574,sante,cdd,90
employe,23.0,3720090,services,freelance,90
etudiant,3.0,473373,education,stage,79
employe,37.0,3316675,commerce,stage,90
etudiant,5.0,489939,education,stage,88
independant,31.0,2660616,services,cdd,90
retraite,31.0,655772,sante,freelance,82
sans_emploi,,0,,,69
etudiant,1.0,385143,education,stage,79
independant,34.0,1347971,autres,cdd,90
employe,40.0,1273758,commerce,freelance,90
employe,38.0,3980180,services,temporaire,90
retraite,20.0,429047,sante,freelance,90
independant,11.0,2377190,industrie,freelance,90
etudiant,5.0,240725,education,stage,65
employe,16.0,2559588,commerce,freelance,90
employe,27.0,1111301,agriculture,cdd,90
independant,39.0,1042016,commerce,stage,90
etudiant,1.0,476795,education,stage,90
retraite,37.0,946832,education,freelance,76
employe,21.0,1501026,sante,cdd,90
retraite,32.0,444368,sante,freelance,90
retraite,33.0,950504,sante,freelance,90
independant,29.0,1926463,industrie,freelance,90
employe,35.0,1828131,industrie,temporaire,88
employe,15.0,3204936,sante,stage,90
sans_emploi,,0,,,69
sans_emploi,,0,,,78
sans_emploi,,0,,,77
sans_emploi,,0,,,70
retraite,21.0,536252,sante,freelance,83
independant,6.0,1842622,sante,cdi,90
etudiant,4.0,298322,education,stage,65
retraite,38.0,915957,education,freelance,86
etudiant,5.0,307574,education,stage,88
sans_emploi,,0,,,72
sans_emploi,,0,,,86
sans_emploi,,0,,,86
retraite,31.0,688991,sante,freelance,64
sans_emploi,,0,,,66
retraite,22.0,896331,education,freelance,90
employe,3.0,3081883,education,cdi,90
retraite,27.0,764263,sante,freelance,90
sans_emploi,,0,,,38
sans_emploi,,0,,,76
sans_emploi,,0,,,90
employe,33.0,2559161,services,cdi,90
employe,2.0,1933393,commerce,freelance,90
employe,13.0,3371379,education,cdi,90
independant,26.0,2532809,informatique,temporaire,90
independant,37.0,3880113,agriculture,freelance,86
sans_emploi,,0,,,65
independant,17.0,3695989,autres,stage,85
employe,5.0,1119229,agriculture,temporaire,88
independant,19.0,3923815,industrie,cdi,89
employe,38.0,1628098,informatique,temporaire,90
employe,13.0,3891590,agriculture,temporaire,90
employe,24.0,2200887,sante,freelance,90
retraite,33.0,715979,sante,freelance,90
independant,36.0,3472556,informatique,cdi,90
retraite,22.0,631380,education,freelance,85
etudiant,4.0,394177,education,stage,84
etudiant,2.0,206032,education,stage,65
etudiant,1.0,461065,education,stage,78
etudiant,4.0,348614,education,stage,84
etudiant,1.0,380335,education,stage,71
independant,26.0,2678024,commerce,freelance,90
retraite,39.0,800865,education,freelance,90
employe,21.0,3960966,autres,temporaire,90
etudiant,2.0,396912,education,stage,84
etudiant,1.0,282293,education,stage,81
retraite,37.0,466395,sante,freelance,84
employe,2.0,2580757,commerce,stage,90
employe,27.0,1593855,agriculture,cdd,90
etudiant,0.0,482520,education,stage,64
sans_emploi,,0,,,75
retraite,38.0,643104,education,freelance,90
independant,7.0,2021840,education,temporaire,88
etudiant,0.0,323686,education,stage,79
retraite,27.0,878377,sante,freelance,85
etudiant,2.0,482949,education,stage,63
employe,28.0,1620574,autres,cdd,90
employe,38.0,3787297,education,temporaire,90
independant,31.0,3194637,education,freelance,90
independant,29.0,3888801,commerce,stage,90
employe,14.0,3334650,industrie,stage,90
sans_emploi,,0,,,68
etudiant,5.0,330271,education,stage,73
sans_emploi,,0,,,67
sans_emploi,,0,,,72
sans_emploi,,0,,,68
employe,24.0,1390270,industrie,temporaire,90
etudiant,0.0,285857,education,stage,80
employe,13.0,1728467,industrie,cdd,90
independant,26.0,3246999,informatique,cdd,90
etudiant,1.0,377520,education,stage,70
sans_emploi,,0,,,85
independant,18.0,2242126,agriculture,stage,90
independant,32.0,1100073,services,stage,90
independant,22.0,2100662,education,stage,89
sans_emploi,,0,,,83
retraite,27.0,528241,education,freelance,90
independant,36.0,1915118,commerce,stage,89
