statut_familial,nbr_dependant,date_naissance,score_familial
Divorcé(e),4,1964-03-14,62
Célibataire,4,1982-09-27,69
Marié(e),1,1972-01-17,80
Marié(e),1,1981-05-18,81
Veuf/Veuve,3,1959-11-17,76
Célibataire,4,1997-05-25,72
Veuf/Veuve,5,1965-07-11,77
Veuf/Veuve,0,1994-08-14,72
Marié(e),2,1975-06-06,84
Marié(e),2,1987-06-04,75
Marié(e),4,1967-05-24,84
Célibataire,2,1955-03-29,65
Veuf/Veuve,5,1965-07-14,72
Veuf/Veuve,2,1957-08-26,78
Marié(e),3,1987-02-23,73
Marié(e),3,1978-10-31,80
Veuf/Veuve,4,1988-11-26,75
Veuf/Veuve,5,1961-06-30,73
Célibataire,4,1998-03-14,76
Célibataire,5,1968-01-14,63
Divorcé(e),4,1985-03-08,56
Divorcé(e),1,1978-12-03,63
Marié(e),1,1982-11-04,84
Divorcé(e),5,1958-08-09,60
Marié(e),3,1975-01-14,80
Célibataire,5,2001-01-25,76
Veuf/Veuve,3,1960-07-31,70
Célibataire,3,2000-03-03,73
Célibataire,0,1972-04-23,69
Divorcé(e),0,1959-04-07,60
Veuf/Veuve,4,1959-12-27,79
Divorcé(e),0,1981-04-03,65
Célibataire,5,1983-10-19,60
Veuf/Veuve,3,1970-11-11,80
Marié(e),4,1994-09-26,74
Veuf/Veuve,5,1967-11-08,70
Divorcé(e),1,1980-01-25,62
Célibataire,3,1994-07-01,77
Divorcé(e),3,1969-07-11,60
Veuf/Veuve,1,1991-02-20,76
Marié(e),4,1967-04-10,81
Célibataire,4,1963-03-23,67
Veuf/Veuve,3,1959-03-30,72
Célibataire,2,1957-01-01,66
Divorcé(e),0,1972-06-25,61
Marié(e),3,1975-10-15,80
Marié(e),2,1987-01-26,67
Marié(e),2,1990-12-20,66
Veuf/Veuve,4,1962-01-24,77
Célibataire,1,1969-09-13,70
Célibataire,0,1969-08-15,60
Veuf/Veuve,0,1974-08-07,76
Marié(e),4,1983-06-22,80
Veuf/Veuve,3,1985-11-29,76
Célibataire,1,1974-07-18,67
Célibataire,5,2003-11-16,74
Divorcé(e),2,1959-05-18,65
Marié(e),4,1983-12-11,79
Marié(e),3,1981-05-05,84
Célibataire,0,1993-08-24,74
Divorcé(e),0,1976-03-07,63
Marié(e),5,1977-05-28,78
Veuf/Veuve,3,2002-11-21,71
Marié(e),3,1999-10-16,75
Marié(e),1,1961-09-16,80
Marié(e),5,1963-03-30,81
Marié(e),0,1972-04-24,82
Veuf/Veuve,1,1985-06-24,77
Veuf/Veuve,1,1993-03-08,73
Marié(e),0,2001-03-12,67
Divorcé(e),3,1957-07-31,62
Marié(e),4,1995-04-21,64
Veuf/Veuve,5,2003-10-28,80
Veuf/Veuve,3,1965-08-22,77
Veuf/Veuve,5,1960-06-11,76
Veuf/Veuve,1,1991-04-22,78
Marié(e),0,1987-09-20,65
Veuf/Veuve,4,1967-11-07,71
Marié(e),1,1975-01-20,85
Divorcé(e),2,1969-04-01,60
Veuf/Veuve,5,1987-10-21,70
Divorcé(e),4,1995-02-03,56
Divorcé(e),3,1968-06-14,65
Célibataire,4,1970-08-05,61
Marié(e),2,1990-08-31,72
Célibataire,4,2002-11-23,80
Divorcé(e),1,1993-07-15,64
Divorcé(e),4,1956-05-31,61
Marié(e),0,1984-08-25,65
Marié(e),5,2003-08-13,69
Divorcé(e),4,1981-02-23,65
Marié(e),2,1985-04-06,74
Célibataire,5,1962-07-02,64
Divorcé(e),3,2003-12-03,63
Veuf/Veuve,0,1994-07-25,71
Divorcé(e),1,1976-01-27,64
Veuf/Veuve,3,1989-12-30,77
Marié(e),4,1971-09-20,79
Veuf/Veuve,2,1989-02-04,71
Célibataire,5,1996-05-11,77
Veuf/Veuve,3,2003-08-03,72
Veuf/Veuve,4,1999-07-29,72
Marié(e),2,2001-04-08,74
Marié(e),3,1958-05-23,85
Divorcé(e),5,2002-01-04,55
Veuf/Veuve,5,1971-09-03,80
Marié(e),2,1959-08-14,85
Divorcé(e),0,1987-04-18,61
Veuf/Veuve,5,1984-09-26,80
Veuf/Veuve,4,1958-05-27,70
Célibataire,1,1980-01-18,68
Marié(e),5,1985-09-14,68
Divorcé(e),2,1971-05-05,64
Veuf/Veuve,3,1990-04-26,73
Marié(e),2,1981-05-10,81
Marié(e),5,1966-11-27,83
Divorcé(e),3,1974-11-24,61
Célibataire,2,1991-04-16,72
Divorcé(e),0,1984-05-18,57
Divorcé(e),5,1998-04-28,57
Divorcé(e),3,1970-01-03,64
Marié(e),3,1974-11-07,85
Marié(e),2,2002-06-28,74
Divorcé(e),0,1975-01-08,64
Célibataire,4,1990-01-23,75
Divorcé(e),0,1998-11-22,63
Divorcé(e),3,1984-01-25,55
Divorcé(e),3,1980-09-27,62
Marié(e),0,1972-05-20,82
Célibataire,5,2000-12-04,79
Célibataire,0,1998-02-19,79
Veuf/Veuve,1,1959-03-04,73
Divorcé(e),4,1976-02-20,62
Célibataire,0,1987-08-22,63
Veuf/Veuve,2,1962-11-17,75
Divorcé(e),3,1964-08-11,62
Divorcé(e),1,1964-08-01,61
Marié(e),2,1974-03-16,83
Veuf/Veuve,5,2002-01-08,71
Marié(e),3,1995-02-05,70
Célibataire,0,1978-10-22,62
Célibataire,2,1962-10-13,60
Divorcé(e),1,1995-12-06,61
Célibataire,5,2001-12-13,77
Célibataire,4,1966-10-10,67
Célibataire,2,1987-05-08,62
Marié(e),4,2002-03-23,72
Divorcé(e),3,1969-07-27,61
Divorcé(e),4,1993-05-17,61
Célibataire,2,2000-05-26,76
Veuf/Veuve,4,1994-08-21,74
Divorcé(e),1,1967-05-14,63
Divorcé(e),4,1985-03-23,65
Divorcé(e),4,1985-06-04,64
Veuf/Veuve,2,1983-06-08,79
Divorcé(e),1,2000-01-02,57
Divorcé(e),4,1965-08-11,60
Veuf/Veuve,2,1957-03-30,72
Célibataire,0,1958-10-23,62
Divorcé(e),2,1975-07-24,64
Marié(e),0,1976-03-05,81
Célibataire,2,1983-06-09,61
Marié(e),0,1984-01-12,70
Veuf/Veuve,0,2001-10-10,73
Veuf/Veuve,4,1971-04-22,80
Célibataire,2,1982-03-04,64
Veuf/Veuve,3,1998-12-24,72
Veuf/Veuve,5,1974-11-21,76
Veuf/Veuve,5,1994-07-14,74
Veuf/Veuve,1,1955-07-15,72
Divorcé(e),4,1970-01-04,62
Divorcé(e),1,1961-03-17,64
Marié(e),1,2003-09-17,66
Marié(e),1,1960-08-10,81
Marié(e),4,1967-10-24,84
Célibataire,5,1982-04-25,69
Célibataire,0,1988-10-19,60
Célibataire,4,1976-12-02,66
Divorcé(e),3,1969-05-01,61
Veuf/Veuve,2,1957-02-19,78
Marié(e),3,1991-03-19,73
Célibataire,5,1995-11-17,72
Marié(e),2,1998-01-13,72
Divorcé(e),2,1987-07-19,63
Divorcé(e),3,1967-02-19,63
Marié(e),4,1957-11-24,81
Marié(e),4,1963-01-22,83
Veuf/Veuve,3,1976-08-05,71
Veuf/Veuve,0,1971-04-06,77
Célibataire,5,1997-01-07,72
Célibataire,3,1974-04-05,63
Veuf/Veuve,5,1974-06-16,79
Marié(e),0,1984-03-12,67
Marié(e),1,1974-03-04,85
Veuf/Veuve,1,1964-01-04,76
Divorcé(e),5,1961-09-22,65
Divorcé(e),1,1967-11-15,61
Marié(e),2,1987-08-05,68
Marié(e),2,1982-08-08,82
Veuf/Veuve,0,1998-11-04,80
Veuf/Veuve,5,1999-03-15,73
Marié(e),3,1980-12-19,81
Célibataire,4,1984-10-21,64
Divorcé(e),4,1999-08-27,64
Célibataire,1,1995-01-19,79
Veuf/Veuve,0,1971-09-21,79
Marié(e),3,1961-03-26,81
Célibataire,2,1977-01-28,70
Veuf/Veuve,4,1999-08-13,71
Marié(e),3,1984-04-16,67
Marié(e),1,1968-05-09,80
Célibataire,1,1987-08-25,66
Célibataire,4,1971-11-14,62
Célibataire,0,1978-10-07,68
Veuf/Veuve,4,1996-09-25,78
Veuf/Veuve,2,1973-11-09,75
Divorcé(e),1,1976-03-17,65
Veuf/Veuve,0,1958-08-05,73
Célibataire,2,1982-01-25,63
Veuf/Veuve,5,1962-04-28,79
Divorcé(e),0,1996-04-02,56
Divorcé(e),1,1973-10-22,65
Célibataire,0,1968-05-08,70
Marié(e),5,1986-03-17,73
Célibataire,0,1982-02-16,63
Veuf/Veuve,2,2000-11-03,73
Célibataire,4,1972-07-30,60
Veuf/Veuve,3,1962-05-19,73
Veuf/Veuve,0,1965-04-18,72
Veuf/Veuve,0,1968-07-03,72
Célibataire,1,1969-01-31,61
Veuf/Veuve,3,1996-10-27,80
Marié(e),0,1965-04-18,84
Célibataire,0,1965-01-28,66
Veuf/Veuve,0,1966-08-01,72
Célibataire,0,1957-10-29,67
Marié(e),5,1985-09-24,73
Veuf/Veuve,1,1972-09-21,79
Marié(e),0,1981-04-22,84
Marié(e),3,1989-01-30,70
Marié(e),4,1956-03-02,84
Marié(e),3,1982-01-04,84
Célibataire,1,1980-04-08,62
Célibataire,0,1980-06-25,60
Veuf/Veuve,5,2002-01-18,72
Divorcé(e),0,1984-04-08,57
Marié(e),4,1980-09-08,82
Marié(e),0,1972-05-03,85
Divorcé(e),2,1989-02-06,56
Célibataire,1,1985-12-08,62
Veuf/Veuve,0,1963-09-07,73
Veuf/Veuve,0,1967-09-11,74
Marié(e),3,1987-03-05,73
Divorcé(e),4,1987-11-11,61
Divorcé(e),1,1973-12-26,60
Divorcé(e),0,1968-12-22,60
Marié(e),3,1959-10-17,83
Célibataire,2,1969-06-29,67
Marié(e),4,1999-05-12,68
Célibataire,1,1960-06-25,67
Célibataire,3,1993-03-14,79
Célibataire,3,1975-06-09,62
Marié(e),2,2002-08-10,75
Célibataire,2,1983-08-16,64
Marié(e),5,1955-08-24,79
Divorcé(e),0,1977-05-14,60
Célibataire,0,1987-07-19,66
Veuf/Veuve,4,1995-06-20,75
Veuf/Veuve,2,1960-10-14,75
Veuf/Veuve,4,1986-03-10,75
Divorcé(e),3,1970-06-09,61
Divorcé(e),3,1964-07-06,61
Divorcé(e),3,1993-12-01,55
Célibataire,0,1960-04-17,61
Célibataire,0,1973-07-22,60
Veuf/Veuve,4,1975-08-02,71
Veuf/Veuve,3,1979-09-28,71
Veuf/Veuve,1,1992-12-26,78
Célibataire,4,1956-02-22,68
Célibataire,5,1987-10-28,67
Célibataire,1,1957-09-12,61
Divorcé(e),5,1960-06-02,63
Célibataire,1,2000-07-28,70
Veuf/Veuve,3,1964-02-01,73
Célibataire,3,1975-07-12,65
Célibataire,0,1980-10-11,65
Divorcé(e),3,1981-11-25,61
Veuf/Veuve,1,1965-03-18,73
Célibataire,0,1993-12-31,72
Divorcé(e),4,2002-05-06,65
Divorcé(e),3,1993-03-05,61
Divorcé(e),3,1957-08-17,61
Célibataire,4,1955-06-16,65
Marié(e),5,1972-12-09,82
Veuf/Veuve,1,1994-05-23,74
Veuf/Veuve,3,1994-02-25,72
Célibataire,2,1960-09-17,68
Marié(e),1,1997-07-30,65
Célibataire,0,1978-10-30,66
Veuf/Veuve,3,1963-12-14,74
Divorcé(e),5,1957-03-15,60
Célibataire,0,1995-01-23,79
Veuf/Veuve,5,1996-11-22,71
Divorcé(e),0,1956-09-22,65
Divorcé(e),4,1976-02-18,64
Célibataire,5,1979-02-23,69
Célibataire,2,1977-04-30,70
Célibataire,2,1970-05-29,60
Divorcé(e),4,1999-12-27,55
Divorcé(e),5,1999-07-18,61
Veuf/Veuve,5,1975-01-12,80
Célibataire,1,1996-07-10,79
Veuf/Veuve,5,1965-10-03,76
Veuf/Veuve,4,1981-03-20,71
Veuf/Veuve,3,1963-11-24,72
Marié(e),3,1980-09-06,80
Veuf/Veuve,3,1978-11-04,73
Marié(e),1,1983-11-18,83
Marié(e),1,2001-03-15,75
Divorcé(e),4,1965-03-09,64
Veuf/Veuve,0,1960-12-22,74
Marié(e),3,1967-06-27,80
Marié(e),3,1959-07-16,84
Veuf/Veuve,4,1970-05-09,71
Célibataire,3,1959-11-22,62
Célibataire,5,1978-03-31,61
Célibataire,1,1988-02-07,70
Veuf/Veuve,1,1965-01-03,71
Veuf/Veuve,0,2003-03-09,78
Divorcé(e),5,2000-07-23,55
Célibataire,4,1990-10-05,74
Divorcé(e),4,1967-05-14,61
Célibataire,3,1986-11-28,68
Marié(e),4,1994-06-21,72
Divorcé(e),3,1955-12-31,64
Marié(e),0,1957-04-08,82
Célibataire,3,1997-07-08,75
Veuf/Veuve,5,1963-05-16,72
Marié(e),3,1962-08-08,82
Veuf/Veuve,0,1962-07-03,72
Veuf/Veuve,5,1979-03-23,72
Veuf/Veuve,4,2000-03-29,72
Veuf/Veuve,5,1990-02-21,79
Veuf/Veuve,5,1959-06-15,74
Célibataire,4,1986-10-12,63
Célibataire,2,1962-11-24,69
Veuf/Veuve,0,1986-10-11,76
Célibataire,3,1977-03-23,62
Veuf/Veuve,2,1975-01-27,75
Veuf/Veuve,2,1964-07-25,77
Veuf/Veuve,1,1981-03-28,80
Célibataire,4,1992-10-16,80
Divorcé(e),4,1988-09-22,61
Marié(e),5,1978-09-21,82
Veuf/Veuve,0,1978-10-18,77
Divorcé(e),1,1960-10-10,63
Célibataire,1,1985-04-16,61
Veuf/Veuve,1,1969-04-20,75
Marié(e),5,1991-06-12,67
Marié(e),0,2000-01-18,74
Marié(e),2,2002-12-05,71
Marié(e),4,1958-08-26,82
Marié(e),2,1990-06-02,72
Marié(e),4,1994-11-26,73
Célibataire,3,1956-12-10,69
Célibataire,0,1981-11-14,61
Marié(e),0,1977-03-28,82
Marié(e),1,1991-07-07,66
Marié(e),1,1997-08-03,71
Célibataire,2,1971-09-14,63
Célibataire,2,1983-10-13,68
Célibataire,3,1984-10-15,60
Marié(e),2,1979-12-11,82
Veuf/Veuve,1,1978-06-27,71
Célibataire,3,1983-06-26,70
Célibataire,1,1980-11-26,64
Célibataire,4,1992-04-27,76
Célibataire,3,1998-05-29,71
Marié(e),5,1978-03-04,82
Célibataire,4,2003-07-03,70
Veuf/Veuve,3,1968-01-06,71
Divorcé(e),0,1994-09-11,59
Veuf/Veuve,4,1964-05-07,73
Divorcé(e),4,1971-07-15,63
Veuf/Veuve,2,1992-11-03,79
Marié(e),5,1990-06-23,72
Veuf/Veuve,2,2000-06-04,76
Divorcé(e),5,1963-01-24,62
Divorcé(e),4,1978-05-26,62
Célibataire,0,1966-02-06,69
Marié(e),5,1971-03-02,78
Veuf/Veuve,2,1977-01-25,76
Célibataire,2,1965-02-19,61
Veuf/Veuve,0,1992-11-12,80
Célibataire,1,2003-03-20,78
Veuf/Veuve,1,1992-10-03,75
Marié(e),3,1966-04-01,80
Divorcé(e),2,1988-05-16,64
Célibataire,3,1998-07-10,70
Célibataire,0,1981-12-24,62
Divorcé(e),4,1977-05-31,61
Célibataire,2,1988-09-22,66
Divorcé(e),5,1993-12-25,61
Veuf/Veuve,3,1959-06-14,75
Veuf/Veuve,2,1969-06-25,70
Divorcé(e),2,1992-12-19,60
Veuf/Veuve,3,1985-06-17,78
Célibataire,4,1995-05-23,74
Divorcé(e),1,1972-03-19,64
Célibataire,3,1966-09-14,63
Divorcé(e),2,1991-04-01,61
Marié(e),5,1971-07-02,81
Divorcé(e),5,1980-11-28,60
Célibataire,3,1984-12-05,69
Divorcé(e),1,1959-10-13,60
Veuf/Veuve,1,1971-09-20,71
Marié(e),1,1981-05-08,81
Veuf/Veuve,3,1997-11-18,80
Veuf/Veuve,2,1990-12-17,72
Divorcé(e),4,1961-01-02,63
Célibataire,0,1962-01-21,62
Divorcé(e),5,1963-12-06,60
Divorcé(e),4,1977-07-02,64
Veuf/Veuve,0,1955-07-07,78
Célibataire,0,1997-07-17,79
Veuf/Veuve,3,1999-05-01,78
Marié(e),1,1962-01-24,81
Divorcé(e),3,1956-03-09,62
Veuf/Veuve,1,1991-08-14,74
Marié(e),5,1993-02-03,64
Marié(e),5,1964-11-30,79
Célibataire,1,2002-05-27,74
Marié(e),5,1997-11-29,68
Marié(e),3,1985-12-24,74
Veuf/Veuve,4,1959-04-12,77
Divorcé(e),5,1970-02-09,62
Divorcé(e),4,1970-08-25,62
Marié(e),0,1975-10-30,84
Divorcé(e),2,1987-06-11,59
Célibataire,0,1993-06-22,74
Divorcé(e),5,1987-12-05,59
Veuf/Veuve,2,1968-01-12,73
Célibataire,0,1967-07-09,63
Marié(e),5,1995-02-09,67
Veuf/Veuve,5,1962-07-30,77
Veuf/Veuve,3,1973-06-21,73
Divorcé(e),5,1969-11-21,63
Marié(e),0,1972-02-27,84
Veuf/Veuve,5,1970-03-11,71
Veuf/Veuve,2,1956-02-05,80
Célibataire,0,1989-09-08,73
Célibataire,2,1984-06-23,70
Marié(e),0,1989-08-25,74
Marié(e),2,2003-11-21,73
Marié(e),2,1975-07-20,82
Marié(e),2,1956-01-10,80
Célibataire,4,1961-03-02,66
Veuf/Veuve,3,2000-04-13,74
Célibataire,3,1985-12-12,62
Divorcé(e),2,1977-10-14,65
Divorcé(e),2,1978-06-17,63
Célibataire,4,1973-10-29,68
Divorcé(e),5,1960-11-18,63
Marié(e),3,1964-07-30,80
